,Course Title,Course Name,Course Department,Instructor Full Name,UGrad,Grad,NonDegree,XReg,VUS,Employee,Withdraw,Year,Semester,Total
501,CHNSE 120B,Intermediate Modern Chinese,East Asian Langs & Civ,"Yang,Bin",5,1,0,0,0,0,0,2021,Spring,6
502,CHNSE 123XB,Intermed Mod Chinese - Adv Beg,East Asian Langs & Civ,"Ying,Jie",7,0,0,0,0,0,0,2021,Spring,7
503,CHNSE 123XB,Intermed Mod Chinese - Adv Beg,East Asian Langs & Civ,"Ying,Jie",15,0,0,0,0,0,0,2021,Spring,15
504,CHNSE 123XB,Intermed Mod Chinese - Adv Beg,East Asian Langs & Civ,"Ying,Jie",6,0,0,0,0,0,0,2021,Spring,6
505,CHNSE 130B,Pre-Advanced Modern Chinese,East Asian Langs & Civ,"Jia,Fan",10,0,0,0,0,0,0,2021,Spring,10
506,CHNSE 130B,Pre-Advanced Modern Chinese,East Asian Langs & Civ,"Jia,Fan",7,0,0,0,0,0,0,2021,Spring,7
507,CHNSE 130B,Pre-Advanced Modern Chinese,East Asian Langs & Civ,"Jia,Fan",13,0,0,1,0,0,0,2021,Spring,14
508,CHNSE 130XB,Pre-Adv Mod Chin for High-Prof,East Asian Langs & Civ,"Yang,Shunan",8,0,0,1,0,0,0,2021,Spring,9
509,CHNSE 130XB,Pre-Adv Mod Chin for High-Prof,East Asian Langs & Civ,"Yang,Shunan",11,0,0,0,0,0,0,2021,Spring,11
510,CHNSE 140B,Advanced Modern Chinese,East Asian Langs & Civ,"Shao,Xueyin",7,4,0,0,0,0,0,2021,Spring,11
511,CHNSE 140B,Advanced Modern Chinese,East Asian Langs & Civ,"Shao,Xueyin",2,1,0,0,0,1,0,2021,Spring,4
512,CHNSE 140XB,Adv Mod Chin for High-Prof,East Asian Langs & Civ,"Cai,Jing",7,1,0,2,0,1,0,2021,Spring,11
513,CHNSE 142B,Adv Conversational Chinese,East Asian Langs & Civ,"Cai,Jing",7,0,0,0,0,0,0,2021,Spring,7
514,CHNSE 150B,Reads & Disc in Acad Prof Chin,East Asian Langs & Civ,"Wang,Dan",5,2,0,0,0,0,0,2021,Spring,7
515,CHNSE 163,Business Chinese,East Asian Langs & Civ,"Wang,Dan",4,1,0,0,0,0,0,2021,Spring,5
516,CHNSE 166R,Chinese in the Humanities,East Asian Langs & Civ,"Liu,Jennifer Li-Chia",7,1,0,2,0,0,0,2021,Spring,10
517,CHNSE 300,Reading and Research,East Asian Langs & Civ,"Bol,Peter K.",0,2,0,0,0,0,0,2021,Spring,2
518,CHNSE 300,Reading and Research,East Asian Langs & Civ,"Elliott,Mark C.",0,1,0,0,0,0,0,2021,Spring,1
519,CHNSE 300,Reading and Research,East Asian Langs & Civ,"Kelly,Thomas Patrick",0,1,0,0,0,0,0,2021,Spring,1
520,CHNSE 300,Reading and Research,East Asian Langs & Civ,"Tian,Xiaofei",0,2,0,0,0,0,0,2021,Spring,2
521,CHNSE BB,Elementary Modern Chinese,East Asian Langs & Civ,"Yu,Xiaoshi",10,2,0,2,0,0,0,2021,Spring,14
522,CHNSE BB,Elementary Modern Chinese,East Asian Langs & Civ,"Yu,Xiaoshi",3,0,0,0,0,0,0,2021,Spring,3
523,CHNSE BB,Elementary Modern Chinese,East Asian Langs & Civ,"Yu,Xiaoshi",14,0,0,0,0,1,0,2021,Spring,15
524,CHNSE BB,Elementary Modern Chinese,East Asian Langs & Civ,"Yu,Xiaoshi",6,1,0,0,0,0,0,2021,Spring,7
525,CHNSE BB,Elementary Modern Chinese,East Asian Langs & Civ,"Yu,Xiaoshi",7,1,0,1,0,0,0,2021,Spring,9
526,CHNSE BB,Elementary Modern Chinese,East Asian Langs & Civ,"Yu,Xiaoshi",5,0,0,1,0,0,0,2021,Spring,6
535,CLAS-HEB 120B,Intermed Classical Hebrew II,Near Eastern Languages & Civ,"Teeter,Andrew",1,0,0,0,0,0,0,2021,Spring,1
536,CLAS-HEB AB,Elementary Classical Hebrew II,Near Eastern Languages & Civ,"Teeter,Andrew",0,1,0,0,0,0,0,2021,Spring,1
681,CZCH AB,Elementary Czech II,Slavic Languages & Literatures,"Tuckerova,Veronika",4,1,0,0,0,0,0,2021,Spring,5
682,CZCH BB,Intermediate Czech II,Slavic Languages & Literatures,"Tuckerova,Veronika",1,1,0,0,0,0,0,2021,Spring,2
683,CZCH CR,Advanced Czech,Slavic Languages & Literatures,"Tuckerova,Veronika",1,0,0,0,0,0,0,2021,Spring,1
880,EGYPTARB BB,Intermediate Egyptian Arabic,African & African Amer Studies,"Mugane,John M",0,0,0,1,0,0,0,2021,Spring,1
881,EGYPTIAN 200,Egyptian Text Reading,Near Eastern Languages & Civ,"Manuelian,Peter Der",0,2,0,0,0,0,0,2021,Spring,2
1146,FRENCH 10,Beginning French I,Romance Languages & Lit,"Mills,Nicole",3,1,0,1,0,0,0,2021,Spring,5
1147,FRENCH 10,Beginning French I,Romance Languages & Lit,"Mills,Nicole",8,2,0,1,0,0,0,2021,Spring,11
1148,FRENCH 11,Beginning French II,Romance Languages & Lit,"Mills,Nicole",7,3,0,1,0,0,0,2021,Spring,11
1149,FRENCH 11,Beginning French II,Romance Languages & Lit,"Mills,Nicole",9,0,0,2,0,0,0,2021,Spring,11
1150,FRENCH 11,Beginning French II,Romance Languages & Lit,"Mills,Nicole",9,1,0,1,0,0,0,2021,Spring,11
1151,FRENCH 136,French Feminisms Today,Romance Languages & Lit,"Jardine,Alice",5,2,0,1,0,0,0,2021,Spring,8
1152,FRENCH 143,Vision & Violence Face-to-Face,Romance Languages & Lit,"Guyot,Sylvaine",8,3,0,0,0,0,0,2021,Spring,11
1153,FRENCH 149,Queer Fictions,Romance Languages & Lit,"Kim,Annabel",2,1,0,0,0,0,0,2021,Spring,3
1154,FRENCH 16,Reading French for Research,Romance Languages & Lit,"Mills,Nicole",1,7,0,0,0,0,0,2021,Spring,8
1155,FRENCH 173,Turmoil and Bliss: Poetry,Romance Languages & Lit,"Conley,Tom",1,1,0,0,0,0,0,2021,Spring,2
1156,FRENCH 181,"France-North Africa, Lit&Film",Romance Languages & Lit,"Conley,Verena",5,1,0,0,0,0,0,2021,Spring,6
1157,FRENCH 20,Intermediate French,Romance Languages & Lit,"Turman,Karen",3,2,0,1,0,0,0,2021,Spring,6
1158,FRENCH 20,Intermediate French,Romance Languages & Lit,"Turman,Karen",7,0,0,1,0,0,0,2021,Spring,8
1159,FRENCH 225,How to Read Theater,Romance Languages & Lit,"Guyot,Sylvaine",2,2,0,0,0,0,0,2021,Spring,4
1160,FRENCH 245,Monique Wittig's Trojan Horse,Romance Languages & Lit,"Kim,Annabel",0,7,0,0,0,0,0,2021,Spring,7
1161,FRENCH 30,Upper-level French,Romance Languages & Lit,"Knudson,Ericka Karina",5,1,0,1,0,0,0,2021,Spring,7
1162,FRENCH 30,Upper-level French,Romance Languages & Lit,"Knudson,Ericka Karina",12,0,0,0,0,0,0,2021,Spring,12
1163,FRENCH 320,French Literature,Romance Languages & Lit,"Greene,Virginie",0,1,0,0,0,0,0,2021,Spring,1
1164,FRENCH 320,French Literature,Romance Languages & Lit,"Jardine,Alice",0,1,0,0,0,0,0,2021,Spring,1
1165,FRENCH 330,Doctoral Dissertations,Romance Languages & Lit,"Beizer,Janet L.",0,1,0,0,0,0,0,2021,Spring,1
1166,FRENCH 330,Doctoral Dissertations,Romance Languages & Lit,"Lionnet,Francoise",0,1,0,0,0,0,0,2021,Spring,1
1167,FRENCH 40,Advanced French I,Romance Languages & Lit,"Knudson,Ericka Karina",13,0,0,0,0,0,0,2021,Spring,13
1168,FRENCH 40,Advanced French I,Romance Languages & Lit,"Knudson,Ericka Karina",11,0,0,1,0,0,0,2021,Spring,12
1169,FRENCH 50,Advanced French II,Romance Languages & Lit,"Turman,Karen",11,0,0,0,0,0,0,2021,Spring,11
1170,FRENCH 61C,Reinventing French Cinema,Romance Languages & Lit,"Knudson,Ericka Karina",4,1,0,0,0,1,0,2021,Spring,6
1171,FRENCH 62,French Language and Culture,Romance Languages & Lit,"Turman,Karen",8,0,0,0,0,0,0,2021,Spring,8
1172,FRENCH 76,"Protest, Dissent, and Resistan",Romance Languages & Lit,"Greene,Virginie",11,0,0,0,0,0,0,2021,Spring,11
1173,FRENCH 99B,Tutorial - Senior Year,Romance Languages & Lit,"Kim,Annabel",1,0,0,0,0,0,0,2021,Spring,1
1296,GERMAN 102,"German Literature, Art",Germanic Languages & Lit,"Schwakopf,Nadine",5,0,0,1,0,0,0,2021,Spring,6
1297,GERMAN 10AB,Beginning German (Intensive),Germanic Languages & Lit,"Parkes,Lisa Caroline",10,1,0,0,0,0,0,2021,Spring,11
1298,GERMAN 10B,Beginning German,Germanic Languages & Lit,"Parkes,Lisa Caroline",7,2,0,1,0,0,0,2021,Spring,10
1299,GERMAN 10B,Beginning German,Germanic Languages & Lit,"Parkes,Lisa Caroline",9,1,0,0,0,0,0,2021,Spring,10
1300,GERMAN 10B,Beginning German,Germanic Languages & Lit,"Parkes,Lisa Caroline",6,1,0,0,0,0,0,2021,Spring,7
1301,GERMAN 119A,German Poetry,Germanic Languages & Lit,"Burgard,Peter J.",3,1,0,0,0,0,0,2021,Spring,4
1302,GERMAN 133,Topics in Music from 1800,Germanic Languages & Lit,"Rehding,Alexander",1,1,0,0,0,0,0,2021,Spring,2
1303,GERMAN 179,Austrian History in Literature,Germanic Languages & Lit,"Frank Johnson,Alison",2,3,0,0,0,0,0,2021,Spring,5
1304,GERMAN 20AB,Intermediate German: Intensive,Germanic Languages & Lit,"Parkes,Lisa Caroline",2,1,0,1,0,0,0,2021,Spring,4
1305,GERMAN 20B,Intermediate German,Germanic Languages & Lit,"Parkes,Lisa Caroline",2,0,0,0,0,0,0,2021,Spring,2
1306,GERMAN 20B,Intermediate German,Germanic Languages & Lit,"Parkes,Lisa Caroline",6,5,0,0,0,0,0,2021,Spring,11
1307,GERMAN 260,Writing the Body,Germanic Languages & Lit,"Suetterlin,Nicole",0,4,0,1,0,0,0,2021,Spring,5
1308,GERMAN 264,The Frankfurt School,Germanic Languages & Lit,"Morgan,Benjamin Anthony Charles",2,3,0,1,0,0,0,2021,Spring,6
1309,GERMAN 300,Dissertation,Germanic Languages & Lit,"Burgard,Peter J.",0,3,0,0,0,0,0,2021,Spring,3
1310,GERMAN 300,Dissertation,Germanic Languages & Lit,"Hamilton,John T.",0,9,0,0,0,0,0,2021,Spring,9
1311,GERMAN 300,Dissertation,Germanic Languages & Lit,"Rentschler,Eric",0,2,0,0,0,0,0,2021,Spring,2
1312,GERMAN 300,Dissertation,Germanic Languages & Lit,"Suetterlin,Nicole",0,1,0,0,0,0,0,2021,Spring,1
1313,GERMAN 300,Dissertation,Germanic Languages & Lit,"Frank Johnson,Alison",0,2,0,0,0,0,0,2021,Spring,2
1314,GERMAN 310,Teaching,Germanic Languages & Lit,"Burgard,Peter J.",0,11,0,0,0,0,0,2021,Spring,11
1315,GERMAN 62,Advanced Conversation,Germanic Languages & Lit,"Parkes,Lisa Caroline",7,2,0,0,0,0,0,2021,Spring,9
1316,GERMAN 63,Germany and Europe,Germanic Languages & Lit,"Schwakopf,Nadine",8,0,0,0,0,0,0,2021,Spring,8
1317,GERMAN 90R,Dutch,Germanic Languages & Lit,"Parkes,Lisa Caroline",1,2,0,1,0,0,0,2021,Spring,4
1318,GERMAN AX,German for Reading Knowledge,Germanic Languages & Lit,"Parkes,Lisa Caroline",3,2,0,0,0,0,0,2021,Spring,5
1425,GREEK 10,Intro. to Ancient Greek Lit.,"Classics, The","Livingston,Ivy",0,2,0,1,0,0,0,2021,Spring,3
1426,GREEK 110,Plato's Symposium,"Classics, The","Zainaldin,James Lockwood",5,0,0,0,0,0,0,2021,Spring,5
1427,GREEK 112B,History of Greek Literature II,"Classics, The","Riehle,Alexander",1,0,0,0,0,0,0,2021,Spring,1
1428,GREEK 1X,Accel. Intro. Ancient Greek 1,"Classics, The","Livingston,Ivy",4,0,0,0,0,0,0,2021,Spring,4
1429,GREEK 2,Introductory Ancient Greek 2,"Classics, The","Livingston,Ivy",4,1,0,2,0,0,0,2021,Spring,7
1430,GREEK K,Adv. Greek Prose Composition,"Classics, The","Schiefsky,Mark",0,4,0,0,0,0,0,2021,Spring,4
1431,GULLAH 101BR,Advanced Gullah II,African & African Amer Studies,"Mugane,John M",1,0,0,0,0,0,0,2021,Spring,1
1432,GULLAH AB,Elementary Gullah,African & African Amer Studies,"Mugane,John M",2,1,0,0,0,0,0,2021,Spring,3
1433,GULLAH BB,Intermediate Gullah,African & African Amer Studies,"Mugane,John M",1,0,0,0,0,0,0,2021,Spring,1
1494,HAUSA AB,Elementary Hausa,African & African Amer Studies,"Mugane,John M",0,1,0,0,0,0,0,2021,Spring,1
1549,HEBREW 137,"Child Sacrifice, Pros and Cons",Near Eastern Languages & Civ,"Stern,David",0,0,1,0,0,0,0,2021,Spring,1
1550,HEBREW 235,The Binding of Isaac (Aqedah),Near Eastern Languages & Civ,"Levenson,Jon D.",0,1,0,0,0,0,0,2021,Spring,1
1551,HEBREW 255,The Passover Haggadah,Near Eastern Languages & Civ,"Stern,David",0,2,0,0,0,0,0,2021,Spring,2
1552,HIND-URD 101B,Introductory Hindi-Urdu,South Asian Studies,"Delacy,Richard Somers",14,1,0,1,0,0,0,2021,Spring,16
1553,HIND-URD 101B,Introductory Hindi-Urdu,South Asian Studies,"Kovacs,Hajnalka",0,1,0,3,0,0,0,2021,Spring,4
1554,HIND-URD 102B,Intermediate Hindi-Urdu,South Asian Studies,"Delacy,Richard Somers",2,1,0,2,0,0,0,2021,Spring,5
1555,HIND-URD 103BR,Advanced Hindi-Urdu,South Asian Studies,"Kovacs,Hajnalka",1,1,0,1,0,0,0,2021,Spring,3
1556,HIND-URD 104,Classical Urdu Ghazal,South Asian Studies,"Kovacs,Hajnalka",0,2,0,2,0,0,0,2021,Spring,4
1557,HIND-URD 105R,Topics in Hindi-Urdu Literatur,South Asian Studies,"Kovacs,Hajnalka",0,4,0,0,0,0,0,2021,Spring,4
1558,HIND-URD 123,Bollywood and Beyond,South Asian Studies,"Delacy,Richard Somers",13,0,1,0,0,0,0,2021,Spring,14
1559,HIND-URD 91R,Hindi-Urdu Supervised Readings,South Asian Studies,"Delacy,Richard Somers",0,0,0,1,0,0,0,2021,Spring,1
1751,IGBO 101BR,Advanced Igbo II,African & African Amer Studies,"Mugane,John M",7,0,0,0,0,0,0,2021,Spring,7
1752,IGBO AB,Elementary Igbo,African & African Amer Studies,"Mugane,John M",6,0,0,0,0,0,0,2021,Spring,6
1753,IGBO BB,Intermediate Igbo,African & African Amer Studies,"Mugane,John M",3,0,0,1,0,0,0,2021,Spring,4
1790,IRISH 133R,Intermediate Modern Irish,Celtic Languages & Literatures,"Sumner,Natasha",0,1,0,2,0,0,0,2021,Spring,3
1791,IRISH 204R,Readings in Early Irish Poetry,Celtic Languages & Literatures,"Nagy,Joseph F",1,3,0,0,0,0,0,2021,Spring,4
1794,ITAL 10,Beginning Italian I,Romance Languages & Lit,"Trebaiocchi,Chiara",4,0,0,2,0,0,0,2021,Spring,6
1795,ITAL 11,Beginning Italian II,Romance Languages & Lit,"Trebaiocchi,Chiara",12,0,0,0,0,0,0,2021,Spring,12
1796,ITAL 11,Beginning Italian II,Romance Languages & Lit,"Trebaiocchi,Chiara",10,1,0,0,0,0,0,2021,Spring,11
1797,ITAL 11,Beginning Italian II,Romance Languages & Lit,"Trebaiocchi,Chiara",0,0,0,0,0,0,0,2021,Spring,0
1798,ITAL 116,Renaissance Revolutions,Romance Languages & Lit,"Erspamer,Francesco",4,3,0,0,0,0,0,2021,Spring,7
1799,ITAL 15,Intensive Beginning Italian,Romance Languages & Lit,"Trebaiocchi,Chiara",5,2,0,3,0,0,0,2021,Spring,10
1800,ITAL 162,What is Time?,Romance Languages & Lit,"Erspamer,Francesco",2,4,0,0,0,0,0,2021,Spring,6
1801,ITAL 20,Intermediate Italian,Romance Languages & Lit,"Trebaiocchi,Chiara",5,1,0,2,0,0,0,2021,Spring,8
1802,ITAL 247,Dante's Commedia,Romance Languages & Lit,"Schnapp,Jeffrey",0,4,0,0,0,0,0,2021,Spring,4
1803,ITAL 30,Upper-Level Italian,Romance Languages & Lit,"Trebaiocchi,Chiara",1,2,0,0,0,0,0,2021,Spring,3
1804,ITAL 50,Advanced Italian II,Romance Languages & Lit,"Trebaiocchi,Chiara",6,0,0,0,0,0,0,2021,Spring,6
1805,JAPAN 120B,Intermediate Japanese I,East Asian Langs & Civ,"Asakura,Naomi",1,4,0,3,0,0,0,2021,Spring,8
1806,JAPAN 120B,Intermediate Japanese I,East Asian Langs & Civ,"Asakura,Naomi",3,4,0,0,0,1,0,2021,Spring,8
1807,JAPAN 130B,Intermediate Japanese II,East Asian Langs & Civ,"Graham,Tomoko Amano",4,4,0,3,0,1,0,2021,Spring,12
1808,JAPAN 130B,Intermediate Japanese II,East Asian Langs & Civ,"Graham,Tomoko Amano",3,2,0,1,0,0,0,2021,Spring,6
1809,JAPAN 140B,Advanced Modern Japanese,East Asian Langs & Civ,"Nagaya,Yoshimi",1,2,0,1,0,0,0,2021,Spring,4
1810,JAPAN 140B,Advanced Modern Japanese,East Asian Langs & Civ,"Nagaya,Yoshimi",0,2,0,0,0,0,0,2021,Spring,2
1811,JAPAN 150B,Reads & Discus Jpn Soc Sci,East Asian Langs & Civ,"Nagaya,Yoshimi",0,1,0,1,0,0,0,2021,Spring,2
1812,JAPAN 210B,Reading Academic Japanese,East Asian Langs & Civ,"Jacobsen,Wesley Mark",0,10,0,1,0,0,0,2021,Spring,11
1813,JAPAN 300,Reading and Research,East Asian Langs & Civ,"Yoda,Tomiko",0,2,0,0,0,0,0,2021,Spring,2
1814,JAPAN BB,Elementary Japanese,East Asian Langs & Civ,"Kageyama-Hunt,Yuko",9,4,0,4,0,0,0,2021,Spring,17
1815,JAPAN BB,Elementary Japanese,East Asian Langs & Civ,"Kageyama-Hunt,Yuko",9,2,0,2,0,0,0,2021,Spring,13
1816,JAPAN BB,Elementary Japanese,East Asian Langs & Civ,"Kageyama-Hunt,Yuko",9,2,0,1,0,0,0,2021,Spring,12
1824,KAMBA BB,Intermediate Kamba,African & African Amer Studies,"Mugane,John M",0,1,0,0,0,0,0,2021,Spring,1
1825,KIMERU AA,Elementary Kimeru,African & African Amer Studies,"Mugane,John M",0,0,0,1,0,0,0,2021,Spring,1
1826,KOREAN 120B,Intermediate Korean,East Asian Langs & Civ,"Noh,Ahsil",6,0,0,0,0,0,0,2021,Spring,6
1827,KOREAN 123XB,Int. Korean for Adv. Beg.,East Asian Langs & Civ,"Kim,Hi-Sun Helen",11,0,0,2,0,0,0,2021,Spring,13
1828,KOREAN 130B,Pre-advanced Korean,East Asian Langs & Civ,"Lee,Jee Hyun",13,3,0,1,0,0,0,2021,Spring,17
1829,KOREAN 140B,Advanced Korean,East Asian Langs & Civ,"Noh,Ahsil",2,0,0,0,0,0,0,2021,Spring,2
1830,KOREAN 150B,Readings in Cultural Studies,East Asian Langs & Civ,"Noh,Ahsil",0,2,0,0,0,0,0,2021,Spring,2
1831,KOREAN 300,Reading and Research,East Asian Langs & Civ,"Park,Si Nae",0,1,0,0,0,0,0,2021,Spring,1
1832,KOREAN BA,Elementary Korean,East Asian Langs & Civ,"Lee,Jee Hyun",6,2,0,0,0,0,0,2021,Spring,8
1833,KOREAN BB,Elementary Korean,East Asian Langs & Civ,"Kim,Hi-Sun Helen",9,3,0,1,0,0,0,2021,Spring,13
1834,KOREAN BB,Elementary Korean,East Asian Langs & Civ,"Kim,Hi-Sun Helen",13,0,0,3,0,0,1,2021,Spring,15
1837,LATIN 10,Intro. to Latin Literature,"Classics, The","Livingston,Ivy",3,2,0,0,0,0,0,2021,Spring,5
1838,LATIN 104,Ovid's Metamorphoses,"Classics, The","Thomas,Richard F.",14,3,0,0,0,0,0,2021,Spring,17
1839,LATIN 125,Style and the Orator,"Classics, The","Peirano Garrison,Irene",6,2,0,0,0,0,0,2021,Spring,8
1840,LATIN 1X,Accelerated Intro. Latin 1,"Classics, The","Livingston,Ivy",3,0,0,1,0,0,0,2021,Spring,4
1841,LATIN 2,Introductory Latin 2,"Classics, The","Livingston,Ivy",12,0,0,1,0,0,0,2021,Spring,13
1842,LATIN 201,Reading Latin,"Classics, The","Trettel,Adam Michael",0,2,0,0,0,0,0,2021,Spring,2
1843,LATIN H,Intro: Latin Prose Composition,"Classics, The","Livingston,Ivy",5,0,0,0,0,0,0,2021,Spring,5
1982,MEDGREEK 295,The Greek Anthology,"Classics, The","Riehle,Alexander",0,2,0,0,0,0,0,2021,Spring,2
1983,MEDLATIN 10,Intro. to Medieval Latin Lit.,"Classics, The","Trettel,Adam Michael",1,0,0,0,0,0,0,2021,Spring,1
1984,MEDLATIN 121,Latin Literature 13001600 CE,"Classics, The","Trettel,Adam Michael",1,3,0,0,0,0,0,2021,Spring,4
2014,MOD-HEB 120B,Intermediate Modern Hebrew II,Near Eastern Languages & Civ,"Aharony,Irit",2,3,0,0,0,0,0,2021,Spring,5
2015,MOD-HEB 130B,Advanced Modern Hebrew II,Near Eastern Languages & Civ,"Aharony,Irit",0,1,0,1,0,0,0,2021,Spring,2
2016,MOD-HEB 241R,Adv Seminar in Modern Hebrew,Near Eastern Languages & Civ,"Aharony,Irit",4,1,0,0,0,0,0,2021,Spring,5
2017,MOD-HEB BB,Elementary Modern Hebrew II,Near Eastern Languages & Civ,"Aharony,Irit",7,2,0,1,0,0,0,2021,Spring,10
2018,MODGRK 100,Advanced Modern Greek,"Classics, The","Dourou,Calliopi Ioannis",1,2,0,0,0,0,0,2021,Spring,3
2019,MODGRK 90,Modern Greek Language Tutorial,"Classics, The","Dourou,Calliopi Ioannis",0,2,0,0,0,0,0,2021,Spring,2
2020,MODGRK AB,Elementary Modern Greek,"Classics, The","Dourou,Calliopi Ioannis",1,2,0,2,0,0,0,2021,Spring,5
2021,MODGRK BB,Intermediate Modern Greek,"Classics, The","Dourou,Calliopi Ioannis",1,0,0,0,0,1,0,2021,Spring,2
2082,NEP 102B,Intermediate Nepali,South Asian Studies,"Delacy,Richard Somers",1,0,0,0,0,0,0,2021,Spring,1
2083,NEP 301,Reading and Research,South Asian Studies,"Witzel,Michael",0,1,0,0,0,0,0,2021,Spring,1
2206,PERSIAN 130BR,Persian Lit & Hist Texts,Near Eastern Languages & Civ,"Dayani,Sheida",1,1,0,0,0,0,0,2021,Spring,2
2207,PERSIAN 252,Classical Persian Literature,Near Eastern Languages & Civ,"Landau,Justine Karen",0,4,0,1,0,0,0,2021,Spring,5
2208,PERSIAN 300,Persian Language & Literature,Near Eastern Languages & Civ,"Landau,Justine Karen",0,1,0,0,0,0,0,2021,Spring,1
2209,PERSIAN AB,Elementary Persian II,Near Eastern Languages & Civ,"Dayani,Sheida",2,5,0,5,0,0,0,2021,Spring,12
2210,PERSIAN BB,Intermediate Persian II,Near Eastern Languages & Civ,"Dayani,Sheida",3,9,0,1,0,0,0,2021,Spring,13
2363,PLSH AB,Elementary Polish II,Slavic Languages & Literatures,"Baranczak,Anna",2,1,0,0,0,0,0,2021,Spring,3
2364,PLSH BB,Intermediate Polish II,Slavic Languages & Literatures,"Baranczak,Anna",1,0,0,0,0,0,0,2021,Spring,1
2365,PLSH CR,Advanced Polish,Slavic Languages & Literatures,"Baranczak,Anna",0,3,0,0,0,0,0,2021,Spring,3
2366,PORTUG 10S,Portuguese for Spanish Spkrs I,Romance Languages & Lit,"Cruz,Benedict",4,2,0,0,0,0,0,2021,Spring,6
2367,PORTUG 11,Beginning Portuguese II,Romance Languages & Lit,Unknown,0,0,0,0,0,0,0,2021,Spring,0
2368,PORTUG 11S,Begin. Portug for Spnsh Spkrs,Romance Languages & Lit,"Cruz,Benedict",5,1,0,0,0,0,0,2021,Spring,6
2369,PORTUG 11S,Begin. Portug for Spnsh Spkrs,Romance Languages & Lit,"Cruz,Benedict",0,0,0,0,0,0,0,2021,Spring,0
2370,PORTUG 30,Upper-Level Portuguese,Romance Languages & Lit,"Gontijo,Viviane",5,1,0,0,0,0,0,2021,Spring,6
2371,PORTUG 321,Literature of Brazil,Romance Languages & Lit,"Carvalho,Bruno Martins",0,1,0,0,0,0,0,2021,Spring,1
2372,PORTUG 59,Portuguese and the Community,Romance Languages & Lit,"Gontijo,Viviane",3,0,0,0,0,0,0,2021,Spring,3
2564,RUSS 103,Advanced Russian II,Slavic Languages & Literatures,"Egorova,Veronika A.",6,4,0,1,0,0,0,2021,Spring,11
2565,RUSS 112,Advanced Russian,Slavic Languages & Literatures,"Pokrovsky,Natalia",1,2,0,0,0,0,0,2021,Spring,3
2566,RUSS 114,Advanced Russian,Slavic Languages & Literatures,"Pokrovsky,Natalia",3,2,0,0,0,0,0,2021,Spring,5
2567,RUSS 120R,Readings in Advanced Russian,Slavic Languages & Literatures,"Clancy,Steven",0,3,0,0,0,0,0,2021,Spring,3
2568,RUSS AAB,Elementary Russian (Intensive),Slavic Languages & Literatures,"Chirkov,Natalia Georgievna",4,1,0,0,0,0,0,2021,Spring,5
2569,RUSS AB,Elementary Russian II,Slavic Languages & Literatures,"Clancy,Steven",5,0,0,0,0,0,0,2021,Spring,5
2570,RUSS AB,Elementary Russian II,Slavic Languages & Literatures,"Clancy,Steven",5,1,0,0,0,0,0,2021,Spring,6
2571,RUSS BAB,Intermediate Russian (Intensiv,Slavic Languages & Literatures,"Chirkov,Natalia Georgievna",2,2,0,0,0,0,0,2021,Spring,4
2572,RUSS BB,Intermediate Russian II,Slavic Languages & Literatures,"Egorova,Veronika A.",5,3,1,1,0,1,0,2021,Spring,11
2573,SANSKRIT 101B,Elementary Sanskrit,South Asian Studies,"Hawley,Nell Shapiro",2,3,0,1,0,0,0,2021,Spring,6
2574,SANSKRIT 102BR,Intermediate Sanskrit II,South Asian Studies,"Hawley,Nell Shapiro",0,1,0,4,0,1,0,2021,Spring,6
2575,SANSKRIT 108,Intro to Vedic Lit & Culture,South Asian Studies,"Witzel,Michael",0,1,0,1,0,0,0,2021,Spring,2
2576,SANSKRIT 150,Introduction to Vedic Language,South Asian Studies,"Witzel,Michael",0,1,0,1,0,0,0,2021,Spring,2
2577,SANSKRIT 200AR,Advanced Poetic Sanskrit,South Asian Studies,"Hawley,Nell Shapiro",1,3,0,2,0,0,0,2021,Spring,6
2578,SANSKRIT 250R,Nth Year Sanskrit: Seminar,South Asian Studies,"Patil,Parimal G.",0,4,0,0,0,0,0,2021,Spring,4
2579,SANSKRIT 301,Reading and Research,South Asian Studies,"Patil,Parimal G.",0,1,0,0,0,0,0,2021,Spring,1
2580,SANSKRIT 310,Doctoral Dissertations,South Asian Studies,"Patil,Parimal G.",0,1,0,0,0,0,0,2021,Spring,1
2581,SANSKRIT 91R,Supervised Reading & Research,South Asian Studies,"Hawley,Nell Shapiro",0,1,0,0,0,0,0,2021,Spring,1
2594,SCAND 90R.C,Norwegian,Germanic Languages & Lit,"Broome,Agnes",3,0,0,0,0,0,0,2021,Spring,3
2726,SOMALI 101BR,Advanced Somali II,African & African Amer Studies,"Mugane,John M",1,0,0,0,0,0,0,2021,Spring,1
2727,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Mendez Seijas,Jorge",5,1,0,1,0,1,0,2021,Spring,8
2728,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Mendez Seijas,Jorge",7,1,0,2,0,0,0,2021,Spring,10
2729,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",9,1,0,0,0,0,0,2021,Spring,10
2730,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",9,0,0,2,0,0,0,2021,Spring,11
